epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,target_f1,align_loss,eta_1,eta_2,entropy_loss,epoch_warmup
1,0.13330371976818567,0.13330371976818567,0.0,68.84422110552764,0.0,0.08562852862914055,,,,,True
2,0.07313593113679945,0.07313593113679945,0.0,81.32972555083109,0.0,0.3572003634871293,,,,,True
3,0.04588615888568722,0.04588615888568722,0.0,87.4758407421724,0.0,0.35597690684914074,,,,,True
4,0.02476115464405329,0.02476115464405329,0.0,92.07576343254735,0.0,0.35378342213039765,,,,,True
5,0.018352403351462182,0.018352403351462182,0.0,94.5883262466177,0.0,0.32277814310058867,,,,,True
6,0.015166287321919276,0.015166287321919276,0.0,96.83030537301894,0.0,0.37172952184428554,,,,,True
7,0.01185239393071467,0.01185239393071467,0.0,96.6756861229223,0.0,0.2991334867323516,,,,,True
8,0.007727719001891667,0.007727719001891667,0.0,98.02860456126788,0.0,0.2854386275725633,,,,,True
9,4.442595532078009,0.13260175313514014,0.022323241600623496,78.02884615384616,78.54014598540147,0.45172030878331454,0.23551358718138474,0.1004624292254448,0.9935263991355896,0.7166140157442826,False
10,2.181637184895002,0.08877872039492314,0.01649474547459529,84.90384615384616,60.0,0.49224431119859985,0.15478073014662816,0.10083514451980591,0.9870678782463074,0.943221954198984,False
11,0.3051586805627896,0.051525058439717844,0.012535968193641075,90.48076923076923,65.93673965936739,0.35199456759221065,0.12732266371066753,0.10108836740255356,0.9806457161903381,0.8539115814062265,False
12,-0.7509181275963783,0.030396556281126464,0.010533668444706844,93.50961538461539,67.5912408759124,0.4766724351685892,0.11517603454681544,0.10125171393156052,0.97426438331604,0.7412699396793659,False
13,-1.4370402883451718,0.0168675886762615,0.006641951891092153,96.00961538461539,76.44768856447689,0.4046081597282418,0.09006844472426634,0.10131674259901047,0.9679121375083923,0.570250928401947,False
14,-1.3472499628479664,0.018980643375275226,0.005735095647665171,96.875,77.17761557177616,0.5271199110677839,0.0828602049786311,0.10140091925859451,0.9616147875785828,0.46581135804836565,False
15,-1.9858051570562216,0.006012328000472805,0.005772921672234169,98.60576923076923,78.68613138686132,0.504608515978591,0.08161562841672164,0.1013953760266304,0.9553676247596741,0.4446846411778377,False
16,-2.019301231090839,0.005619228117631372,0.00446317012493427,98.65384615384616,79.7080291970803,0.5027057833455839,0.0708984955572165,0.1013670563697815,0.949165940284729,0.35661219656467436,False
17,-2.0177733331918715,0.005917403002184493,0.003445851802825928,98.79807692307692,79.61070559610705,0.5410498957048793,0.06109772060926144,0.10134129226207733,0.9430088400840759,0.3118848658525027,False
18,-2.2314215458356417,0.0017284828971731677,0.00304027795791626,99.27884615384616,80.0,0.5232332158800624,0.05656036425095338,0.1012757420539856,0.9369011521339417,0.29060238347603723,False
19,-2.234079456329346,0.0018220760942872752,0.0031020384568434495,99.47115384615384,78.68613138686132,0.48578203274844906,0.05705265374137805,0.10119587182998657,0.9308437705039978,0.26915198954252095,False
20,-2.29371209694789,0.0008170253250192708,0.0028409343499403734,99.85576923076923,77.32360097323601,0.51397274564778,0.05155171539921027,0.10110420733690262,0.9248367547988892,0.2459071601812656,False
21,-2.297131338715553,0.0008996498006135531,0.0030654632128202,99.95192307692308,79.17274939172749,0.5024877199379589,0.05192491922240991,0.10100426524877548,0.9188807010650635,0.2231244669510768,False
22,-2.339932841521043,0.00023925673261850568,0.0025758596567007214,99.95192307692308,78.78345498783455,0.5189185325492643,0.047865077623954186,0.10088746249675751,0.9129725098609924,0.18928623417249094,False
23,-2.3495640956438506,0.00021579434336182693,0.0027057225887592022,99.90384615384616,78.68613138686132,0.52339613418218,0.04596303916321351,0.10076645016670227,0.9071168899536133,0.18781138555361673,False
24,-2.3673517777369573,3.792065785826428e-05,0.002482151985168457,100.0,79.12408759124088,0.5116723551470516,0.044206296337338594,0.10063488036394119,0.901308536529541,0.1695229248358653,False
25,-2.3604439680392924,0.0003610489432783372,0.0024450100385225737,99.90384615384616,78.97810218978103,0.5117300316580141,0.042257848066779284,0.10050150007009506,0.8955510258674622,0.15169244282520733,False
26,-2.3633179994729847,0.00046252250352792475,0.002505961748269888,99.90384615384616,78.39416058394161,0.5109320028956118,0.04230183506241211,0.10035555809736252,0.8898452520370483,0.13786712231544349,False
27,-2.3830988810612603,0.00027875158422476106,0.0021281829247107873,99.90384615384616,78.49148418491484,0.511983394166396,0.03715941192438969,0.10021170228719711,0.8841856718063354,0.13367028820973176,False
28,-2.16598634994947,0.004740417651111582,0.002553887550647442,99.71153846153847,79.02676399026764,0.5430276548256403,0.04100909940898419,0.10007515549659729,0.8785781264305115,0.13242776296459713,False
29,-2.3513516737864566,0.0012061606716034573,0.0021373528700608475,99.71153846153847,80.2919708029197,0.5236952709115581,0.038017896820719425,0.09999065846204758,0.8730208277702332,0.13104705799084443,False
30,-2.3845502028098475,0.0006614463542711327,0.002570217389326829,99.85576923076923,79.27007299270073,0.5238440310190676,0.04042538361480603,0.0998343825340271,0.8675163388252258,0.1379040451003955,False
31,-2.2773520157887384,0.00291872759485782,0.0029142123002272387,99.66346153846153,78.73479318734793,0.5351765066863391,0.04267516233600103,0.09970799833536148,0.8620639443397522,0.14157467891390507,False
32,-2.134914798002977,0.005937996299782355,0.0025293955436119665,99.61538461538461,80.14598540145985,0.5455044675129428,0.038360017652695,0.09960580617189407,0.8566594123840332,0.1285355635560476,False
33,-2.374577971146657,0.001292137429564596,0.0027458576055673454,99.75961538461539,80.48661800486617,0.5252709240037663,0.04133753673388408,0.09949224442243576,0.8513047099113464,0.12212002787452478,False
34,-2.4431499041043794,0.00013648132138153703,0.0024357236348665676,100.0,80.19464720194647,0.5353254885873944,0.03685040003978289,0.09931521117687225,0.8460018634796143,0.12101493707069984,False
35,-2.4532714990469127,0.00013222757165164668,0.0019769622729374813,99.95192307692308,80.63260340632604,0.5280576563689786,0.03408597424053229,0.09912725538015366,0.8407445549964905,0.11325216820606819,False
36,-2.3989727882238534,0.0012907976613873347,0.0026708456186147838,99.61538461538461,79.12408759124088,0.5263750776289094,0.03960812965837809,0.098953016102314,0.8355414271354675,0.11300039704029377,False
37,-2.302176809310913,0.003324374887192259,0.0028374800315270057,99.61538461538461,80.0,0.5409590151886735,0.03930693913537722,0.09882751852273941,0.8303914070129395,0.12924693507643847,False
38,-2.154914659720201,0.006390819666547191,0.002099444315983699,99.13461538461539,80.38929440389295,0.5501340595750078,0.034564003061789736,0.09875621646642685,0.8252878785133362,0.12340056672692298,False
39,-2.3354597916969886,0.0029389615694896064,0.002812647819519043,99.47115384615384,81.02189781021897,0.5409765885602886,0.03945416203485085,0.09861914068460464,0.8202384114265442,0.13348287160579975,False
40,-2.470151607806866,0.0004997393838972532,0.00264588686136099,99.85576923076923,81.02189781021897,0.5318276797246105,0.036235232336016804,0.09842152893543243,0.8152369856834412,0.13135551661252975,False
41,-2.3951826989650726,0.002115435659949036,0.0024478637255155125,99.51923076923077,80.7785888077859,0.5420120035624229,0.03584687480559716,0.098242849111557,0.8102883100509644,0.11472662738882579,False
42,-2.1249018123516668,0.007485914935953548,0.002378658147958609,99.42307692307692,80.43795620437956,0.5368607312167303,0.033439577944003616,0.09818780422210693,0.8053888082504272,0.11961081927785507,False
43,-2.3716355232092052,0.00286665328293896,0.002200589730189397,99.71153846153847,80.72992700729927,0.5444197628267067,0.0325576023127024,0.09801748394966125,0.8005381226539612,0.11639283070197472,False
44,-2.496864812190716,0.0005916726314950164,0.0023559854580805853,99.90384615384616,80.14598540145985,0.5283164620108307,0.03391347342672257,0.09785590320825577,0.7957391738891602,0.10933331365768727,False
45,-2.5201248535743126,0.0002993239536896598,0.0023942012053269606,99.90384615384616,79.7566909975669,0.5235717862048923,0.03430271602880496,0.09763313084840775,0.7909895181655884,0.09752476688187856,False
46,-2.5043392041554817,0.0007949429484842614,0.0019424860294048603,99.90384615384616,79.90267639902676,0.5294647144126966,0.030982470211501304,0.0974205881357193,0.786288857460022,0.09150128490649737,False
47,-2.5414960714486927,0.00021682214113481608,0.002313381891984206,99.90384615384616,79.36739659367396,0.5339584262457592,0.03334703484120277,0.09718593209981918,0.7816385626792908,0.08627188870540033,False
48,-2.5609990486731897,4.441616802713847e-05,0.001975838037637564,100.0,79.56204379562044,0.5191396702130325,0.02978131927263278,0.09694606065750122,0.7770385146141052,0.08615241795778275,False
49,-2.563594000156109,0.00015629014807111858,0.0018805687244121845,99.90384615384616,79.7080291970803,0.5291070284443622,0.029614915082661005,0.09669943153858185,0.772487461566925,0.08505033925175667,False
50,-2.5756690135368934,0.00010468991293532617,0.0017161204264714168,100.0,78.58880778588808,0.5276258504110093,0.02823368895512361,0.09644606709480286,0.767985999584198,0.07961491707425851,False
51,-2.5645526702587422,0.000391068384872243,0.002624020209679237,99.85576923076923,78.63746958637469,0.5071317626282108,0.034735427839824785,0.09619474411010742,0.7635400295257568,0.08197758965767347,False
52,-2.5711006623048047,0.0004848053067027317,0.002016762586740347,99.85576923076923,80.34063260340632,0.5353673034771737,0.029190698824822902,0.09594530612230301,0.7591421604156494,0.07848396106408193,False
53,-2.561115838931157,0.0008346705809174113,0.0020145755547743577,99.75961538461539,79.80535279805353,0.52042560112907,0.027216103816261657,0.095698781311512,0.7547917366027832,0.08476609060397515,False
54,-2.595526170730591,0.0003615584004512912,0.0019563940855172966,99.90384615384616,79.95133819951339,0.5291623422716345,0.026929030051598184,0.09543415904045105,0.750491201877594,0.07459443125587244,False
55,-2.545564702840952,0.00139680268349726,0.0020316151472238395,99.8076923076923,79.7566909975669,0.5204916995884311,0.028978135938254688,0.0952044427394867,0.7462412714958191,0.07998539318258946,False
56,-2.6212696148799015,0.00019118067498933984,0.001846769222846398,99.95192307692308,80.0,0.5212051381966055,0.0273738258303358,0.09492606669664383,0.7420400977134705,0.07226870825084356,False
57,-2.640924835205078,1.0881974787789995e-05,0.0015764649097736066,100.0,78.9294403892944,0.5273120749625478,0.025606198279330365,0.09464042633771896,0.7378860712051392,0.07354748965455936,False
58,-2.6444877734551064,8.953850789458291e-05,0.001792126435499925,99.95192307692308,80.09732360097324,0.5338000439130548,0.026742440777329297,0.09434836357831955,0.7337830662727356,0.06806701774207445,False
59,-2.6319380044937133,0.00043501001851061334,0.00222169619340163,99.8076923076923,80.58394160583941,0.5424202623824194,0.029014594451739237,0.09406013041734695,0.7297312617301941,0.07322308532893658,False
60,-2.488541060227614,0.0031414584094081395,0.0017959255438584549,99.90384615384616,80.2433090024331,0.5251385152545726,0.025537870895977203,0.09378992766141891,0.7257256507873535,0.07667058852429573,False
61,-2.666886014204759,0.00016591189319527735,0.0016348747106698844,99.95192307692308,79.2214111922141,0.5260964273977747,0.02252708851144864,0.0935911014676094,0.7217674851417542,0.07676085362640711,False
62,-2.5871587624916663,0.001652447671508322,0.002259089396550105,99.61538461538461,80.04866180048661,0.5273256870715632,0.02709368861352022,0.09334537386894226,0.7178630828857422,0.06697765454076804,False
63,-2.684070994303777,8.913400800055503e-05,0.002095629618718074,99.95192307692308,78.49148418491484,0.5270707562364295,0.028573493286967278,0.09307283163070679,0.7140061259269714,0.07094329333362671,False
64,-2.698673721460196,4.328305896887759e-06,0.002017857478215144,100.0,80.0,0.5239509060443871,0.026561109248835306,0.09277737140655518,0.7101948261260986,0.06177315391027011,False
65,-2.6713196736115674,0.0006293918233688454,0.0018195729989271897,99.95192307692308,79.17274939172749,0.5187727946446513,0.025498075439379764,0.09248284995555878,0.7064318656921387,0.06477822695787136,False
66,-2.704318853525015,0.00020513545236360969,0.0019772868890028735,99.90384615384616,78.29683698296837,0.5178783509022193,0.02531720514480884,0.09220708906650543,0.7027167677879333,0.06319930002970908,False
67,-2.68509466281304,0.0006993641771191669,0.0015180688637953538,99.90384615384616,78.88077858880779,0.5120439580149908,0.02307210829682075,0.09192781150341034,0.6990464329719543,0.058971646034087125,False
68,-2.5906334730295035,0.002374495265473845,0.0021051828677837664,99.95192307692308,78.49148418491484,0.5189216407335879,0.02728661595342251,0.0916963741183281,0.695422887802124,0.061145046926461735,False
69,-2.6241467150358053,0.0019592590722523275,0.00186920899611253,99.8076923076923,79.7080291970803,0.5193698590735231,0.024095039098308638,0.09149439632892609,0.6918472051620483,0.06047860590311197,False
70,-2.725934499960679,0.00035711936269690477,0.0019959312218886154,99.95192307692308,79.12408759124088,0.5147171274981112,0.026377084235159252,0.09121636301279068,0.6883214116096497,0.0631515895231412,False
71,-2.7472390248225285,0.00015481297223102978,0.0018210502771230845,99.95192307692308,78.58880778588808,0.5229537918101134,0.024600066488178876,0.0909283310174942,0.6848390698432922,0.06157734488638548,False
72,-2.7163743975070807,0.0007974937437899309,0.0019159867213322567,99.95192307692308,78.10218978102189,0.53301330287731,0.024138340855447145,0.09065945446491241,0.6814047694206238,0.0635753788627111,False
73,-2.6260994645265434,0.002411134549118649,0.001734608870286208,99.85576923076923,79.90267639902676,0.5320146637325139,0.022922372287855697,0.09046858549118042,0.6780146360397339,0.06588540313622127,False
74,-2.7692573914161094,0.0001571834545521037,0.0021700235513540415,99.90384615384616,78.88077858880779,0.5179839437070909,0.025351016524319467,0.09019114822149277,0.6746723651885986,0.06702366881072522,False
75,-2.7471012830734254,0.0006550878326951448,0.0019164699774522048,99.8076923076923,79.17274939172749,0.5147484060944201,0.024296926563748947,0.08992109447717667,0.6713774800300598,0.07289042081683875,False
76,-2.7182095289230346,0.00124771997340478,0.0017761991574214056,99.75961538461539,78.88077858880779,0.541882904811191,0.02402758222932999,0.0896824523806572,0.6681260466575623,0.06881072120024607,False
77,-2.7614572956011845,0.0006675947493770164,0.001767871013054481,99.85576923076923,79.36739659367396,0.5386712835054329,0.024298377292087444,0.08940321207046509,0.6649183630943298,0.06623957470919077,False
78,-2.7663071045508754,0.0007081677727295612,0.0019028168458205003,99.90384615384616,80.38929440389295,0.5398168623501717,0.024343697841350848,0.08915476500988007,0.6617558002471924,0.06496100921470385,False
79,-2.2085126748451818,0.00963409712068042,0.0021510646893427923,99.5673076923077,79.80535279805353,0.5452000252527093,0.02690194883885292,0.08912482112646103,0.6586406826972961,0.07271958626806736,False
80,-2.774548242642329,0.0007716308020032288,0.0018523051188542292,99.85576923076923,80.82725060827251,0.5420514284881662,0.02285800315439701,0.08900265395641327,0.6555688381195068,0.06817917571618007,False
81,-2.8085666289696327,0.0003343511146650709,0.0017380402638362004,99.95192307692308,80.38929440389295,0.5379349108308804,0.023001659088409863,0.08882151544094086,0.6525388360023499,0.0691044602686396,False
82,-2.787215679883957,0.0007873205844782503,0.0015390386948218712,99.8076923076923,80.63260340632604,0.5277156181223444,0.02150282829713363,0.08864797651767731,0.6495513319969177,0.07319360588892149,False
83,-2.7537244191536536,0.0013841347339457752,0.0019633219792292668,99.85576923076923,80.2433090024331,0.5450663220520439,0.02369834972688785,0.08846938610076904,0.6466112732887268,0.07624420664058282,False
84,-2.8325721997481126,0.00026920047937719114,0.0018308538656968338,99.95192307692308,79.95133819951339,0.5359583493807261,0.021406363552579515,0.08830136060714722,0.6437142491340637,0.0731815776286217,False
85,-2.8429547713353083,0.00018757848541646878,0.0018105112589322603,99.85576923076923,80.2919708029197,0.5438016549791979,0.0242871308269409,0.08810883015394211,0.640860378742218,0.07043509830075961,False
86,-2.834725524828984,0.000456641079606175,0.0014543973482572115,99.95192307692308,81.11922141119221,0.5384965085628775,0.02015798159230214,0.08791056275367737,0.6380468606948853,0.06387911152381164,False
87,-2.8667339655069206,3.9805136541368404e-05,0.0016909443415128267,99.95192307692308,79.7566909975669,0.534919913524457,0.022586618936978855,0.0877201110124588,0.6352752447128296,0.06242849468611754,False
88,-2.8360322897250834,0.0006244242500870361,0.001602151760688195,99.8076923076923,80.2433090024331,0.5209544118528521,0.021266236829643067,0.08752503991127014,0.6325469613075256,0.05792549923062325,False
89,-2.881569766998291,2.2377991362245207e-05,0.0016705146202674278,100.0,79.2214111922141,0.5356632181102996,0.02128820687245864,0.0873275026679039,0.6298608779907227,0.061345883200948054,False
90,-2.8505889186492332,0.0006092678974625279,0.0014705813848055326,99.85576923076923,80.2433090024331,0.5449518210749501,0.019331053959635587,0.08713650703430176,0.6272148489952087,0.0680455069988966,False
91,-2.8942449533022367,3.0905634462682265e-05,0.001560971370110145,100.0,80.7785888077859,0.5327537434840577,0.020742778250804315,0.08692846447229385,0.6246113181114197,0.0657336092625673,False
92,-2.9020972141852748,3.4373754426352522e-06,0.0017020445603590745,100.0,80.19464720194647,0.5346169017262112,0.02160779075840345,0.08671785145998001,0.6220487952232361,0.05944764743057581,False
93,-2.9015377851632924,0.00013665241486632542,0.001411747015439547,99.95192307692308,79.65936739659368,0.5362645348347592,0.018711421302018257,0.08650953322649002,0.6195266842842102,0.05916609408226437,False
94,-2.7277074337005613,0.002811463692240221,0.0015418309431809646,99.90384615384616,80.14598540145985,0.5369077010217153,0.019969324223124064,0.0863780826330185,0.6170453429222107,0.057927928306162356,False
95,-2.9217491223261907,7.686903465534774e-06,0.0014847159385681153,100.0,80.5352798053528,0.5407463973705486,0.019243884487793995,0.08618497848510742,0.6146032810211182,0.05128716482565953,False
96,-2.927608743080726,7.269510656586593e-06,0.001535510099851168,100.0,80.48661800486617,0.5401701594403572,0.019802664793454685,0.08598703891038895,0.6122020483016968,0.05253087985687531,False
97,-2.916997509736281,0.00023625946082247185,0.0017711932842548077,99.95192307692308,80.72992700729927,0.5219592337163985,0.021725279271889192,0.08579405397176743,0.60984206199646,0.05075154861865135,False
98,-2.938393838589008,2.0339321776141617e-05,0.001792595019707313,100.0,80.43795620437956,0.537964938813689,0.02030170773370908,0.08559513837099075,0.6075213551521301,0.05128346810547205,False
99,-2.881314701300401,0.0009324217082026055,0.0018277415862450234,99.90384615384616,80.0,0.5367951698349102,0.021476641741509622,0.0854213610291481,0.6052392721176147,0.05350137698249175,False
100,-2.953189567419199,9.490858835257645e-06,0.0013220787048339843,100.0,80.34063260340632,0.52488993813802,0.017128324437026794,0.08522164076566696,0.6029927730560303,0.05256823852944833,False
