epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,target_f1,eta_1,entropy_loss,eta_2,sigma,align_loss,epoch_warmup
86,-2.104045973104589,0.006025983652367519,0.000970153247608858,99.58639705882354,85.1094890510949,0.6130215494089065,0.09747578948736191,0.11584744953057345,0.8936415314674377,0.01,0.030717544476775563,False
87,-2.3833285640267765,0.0007240252423009545,0.0012243214775534237,99.90808823529412,84.08759124087591,0.6122123542839656,0.09747149050235748,0.12611223231343663,0.8934899568557739,0.01,0.03195222423357122,False
88,-2.3905532289953793,0.0006317865543625136,0.0008793122628155877,99.90808823529412,83.84428223844282,0.6099231985870277,0.09746430814266205,0.11928943018702899,0.8933384418487549,0.01,0.028369127279695344,False
89,-2.4027605337255142,0.00039826609493582725,0.0009064078330993652,99.90808823529412,84.23357664233576,0.6105917432546901,0.09745652973651886,0.119692061753834,0.8931869864463806,0.01,0.028973684700972894,False
90,-2.4192827028386734,7.229156303497696e-05,0.0010413211934706744,100.0,83.99026763990268,0.6101394758854783,0.09744837135076523,0.1181060518412029,0.8930355310440063,0.01,0.030646282083847943,False
91,-2.421307746101828,5.133149954203605e-05,0.000987094991347369,99.95404411764706,84.13625304136254,0.6104951843744999,0.09743984788656235,0.1200828591690344,0.8928840756416321,0.01,0.029300971942789415,False
92,-2.339673364863676,0.0015805346844468418,0.0012568095151115866,99.95404411764706,84.52554744525547,0.6085120403583925,0.09743129462003708,0.12204314373871859,0.8927328586578369,0.01,0.031580082524348706,False
93,-2.4183289864484,0.00011937397290667457,0.0010509035166572122,99.95404411764706,83.89294403892944,0.6059366073140386,0.09742368012666702,0.11648923465434242,0.892581582069397,0.01,0.029167705818134194,False
94,-2.4220130022834327,4.804846079931689e-05,0.0010447957936455222,100.0,83.84428223844282,0.6078788620452463,0.09741513431072235,0.13071910291910172,0.892430305480957,0.01,0.029258800999206656,False
95,-2.419890221427469,0.00011824455191344896,0.0008009216364692239,99.95404411764706,83.7956204379562,0.6073166069562018,0.09740632772445679,0.11196416309651207,0.8922791481018066,0.01,0.027677830308675766,False
96,-2.409359146566952,0.00027970135466863906,0.001104126958286061,99.90808823529412,84.37956204379562,0.6055626743161321,0.09739743173122406,0.12041054490734548,0.892128050327301,0.01,0.03151891303851324,False
97,-2.4203733556410847,7.826702052264355e-05,0.001262359759386848,100.0,84.37956204379562,0.605860072523407,0.09738856554031372,0.10682186703471576,0.891977071762085,0.01,0.03158801914576222,False
98,-2.4233066895428825,4.812545161899727e-05,0.0009042585597318761,99.95404411764706,84.330900243309,0.6071670568761092,0.09737949073314667,0.1248626914971015,0.8918260931968689,0.01,0.029150060651933447,False
99,-2.416785310296451,0.00018740960639634604,0.0008567641763126149,99.95404411764706,83.94160583941606,0.6082846651575481,0.09737040847539902,0.11626374327084597,0.8916749954223633,0.01,0.02842970926533727,False
100,-2.4253291803247787,3.1233996594437485e-05,0.0008307660327238195,100.0,84.23357664233576,0.6063098691111156,0.09736133366823196,0.11295739035396014,0.8915240168571472,0.01,0.02850351625067346,False
101,-2.424704944386202,2.1588492191928226e-05,0.0011230917537913604,100.0,84.08759124087591,0.6066800332746686,0.09735196083784103,0.10552208037937388,0.8913731575012207,0.01,0.031225466881604755,False
102,-2.413864949170281,0.00022637951603013897,0.0012321437106413,99.86213235294117,84.23357664233576,0.6070858144864585,0.09734250605106354,0.10382057748296682,0.8912221789360046,0.01,0.03175568416276399,False
103,-2.4202304026659798,0.00014319102065736146,0.0008761216612423168,99.95404411764706,84.23357664233576,0.6062307272880942,0.09733317792415619,0.10333151063498329,0.8910711407661438,0.01,0.028799547320779634,False
104,-2.424750566482544,6.793873752579148e-05,0.000788264414843391,100.0,83.89294403892944,0.6072718374116036,0.09732373803853989,0.10629986007423962,0.8909202814102173,0.01,0.028224529479356372,False
105,-2.3818403973298916,0.0008715670992387459,0.0008637519443736357,99.95404411764706,84.5742092457421,0.607521850235833,0.09731433540582657,0.10778029350673451,0.8907691836357117,0.01,0.029563726309467766,False
106,-2.426644100862391,2.93909264461731e-05,0.0007736262153176701,100.0,83.89294403892944,0.6078695457288291,0.0973053127527237,0.1153687291285571,0.8906182050704956,0.01,0.02922021970152855,False
107,-2.428076421513277,1.2330803445713494e-05,0.0009614369448493509,100.0,84.08759124087591,0.6085111685932153,0.09729566425085068,0.11157155475195717,0.8904674053192139,0.01,0.02860336619264939,False
108,-2.428511787863339,2.8012661379547997e-05,0.000737463726716883,100.0,84.08759124087591,0.6042833479724702,0.09728579968214035,0.1082452325259938,0.8903167247772217,0.01,0.027030601659241843,False
109,-2.428526766159955,3.6226537718796276e-05,0.0006706609445459702,100.0,83.7956204379562,0.6059959612018843,0.09727595001459122,0.10311082619078019,0.8901659846305847,0.01,0.02696267723598901,False
110,-2.429732350742116,1.389861949305401e-05,0.0008555826018838322,100.0,83.99026763990268,0.6054111449192656,0.09726609289646149,0.10891701368724599,0.8900152444839478,0.01,0.02698591658297707,False
111,-2.428383560741649,8.790815433498852e-06,0.0010449711014242733,100.0,84.28223844282239,0.6055288484372715,0.09725609421730042,0.11226494215867099,0.8898643851280212,0.01,0.030391922768424538,False
112,-2.4246922240537754,6.97164937916488e-05,0.001159643425660975,99.95404411764706,83.89294403892944,0.6065226246539782,0.09724587202072144,0.10451345627798754,0.8897141814231873,0.01,0.032044051215052605,False
113,-2.4275134170756623,3.8569747864451475e-05,0.0010517414878396427,99.95404411764706,84.18491484184915,0.6041437344622318,0.09723564237356186,0.10744626250337153,0.8895639181137085,0.01,0.030260609462857246,False
114,-2.423174128812902,0.00011435752450699296,0.0011402333483976476,99.95404411764706,83.84428223844282,0.6067892676967973,0.09722540527582169,0.09691775502527461,0.8894138932228088,0.01,0.03177798232611488,False
115,-2.4286672648261574,2.5207295339789518e-05,0.00102919340133667,100.0,83.94160583941606,0.6047752151984778,0.09721516072750092,0.10078318855341743,0.8892636895179749,0.01,0.030755450072533944,False
116,-2.4317427102257225,2.447172974317415e-05,0.0007094039636499741,100.0,83.84428223844282,0.6036204761512324,0.09720490872859955,0.10205442852833692,0.8891133666038513,0.01,0.02558400427155635,False
117,-2.4291250425226547,4.955360133147438e-05,0.0010155299130608054,100.0,83.7956204379562,0.6052861709510505,0.09719457477331161,0.10367321880424724,0.8889629244804382,0.01,0.028260644087020087,False
118,-2.4308816965888527,2.9787886506603492e-05,0.0009586144896114574,100.0,83.89294403892944,0.6046649570902055,0.09718403220176697,0.09984303221983068,0.8888124227523804,0.01,0.027616731493788606,False
119,-2.4321123992695526,1.6767623953776766e-05,0.0007430209833032944,100.0,83.84428223844282,0.6059309766800429,0.09717340022325516,0.09322869361323469,0.888661801815033,0.01,0.02762793157907093,False
120,-2.433028627844418,9.147914212803698e-06,0.0009217928437625661,100.0,83.55231143552311,0.6054527724201985,0.09716276824474335,0.10552149441312342,0.888511061668396,0.01,0.026441680486587918,False
121,-2.432825060451732,1.4085550166033927e-05,0.0008193605086382697,100.0,83.69829683698296,0.6054857257039074,0.09715212881565094,0.10188854617231033,0.8883602023124695,0.01,0.02715850040754851,False
122,-2.431659417993882,3.7105706458278824e-05,0.0009155729237724753,100.0,84.23357664233576,0.6053418803418803,0.09714150428771973,0.09356726267758537,0.8882092833518982,0.01,0.02781917604015154,False
123,-2.430422207888435,6.331887202544054e-05,0.0009478681227740119,100.0,83.84428223844282,0.6053034548916743,0.09713080525398254,0.10764557298491984,0.8880584239959717,0.01,0.02746878400006715,False
124,-2.4231507357429054,0.0001995393302511208,0.0010984890601214241,99.95404411764706,83.89294403892944,0.6051098318692323,0.09711995720863342,0.09553943508688141,0.8879076838493347,0.01,0.028422369566910407,False
125,-2.4335686739753273,2.3690631830758694e-05,0.0007288771517136518,100.0,84.330900243309,0.6051098318692323,0.09710917621850967,0.10219008782330681,0.8877570629119873,0.01,0.026993054787025732,False
126,-2.4343364799723908,3.650956276982577e-05,0.0006058812141418457,100.0,83.89294403892944,0.6030904230807229,0.09709814935922623,0.09059596982072382,0.8876062631607056,0.01,0.0252817080301397,False
127,-2.4335181292365577,2.715795671172279e-05,0.0009822389658759622,100.0,83.94160583941606,0.6057743754372967,0.09708713740110397,0.09730397997533574,0.887455403804779,0.01,0.027730265522704405,False
128,-2.4360056344200585,1.1241138187923592e-05,0.0006747245788574219,100.0,83.99026763990268,0.6054795453202116,0.09707612544298172,0.101488427423379,0.8873046040534973,0.01,0.02523311074165737,False
129,-2.4353223968954647,5.773758593530895e-06,0.0009102716165430405,100.0,83.84428223844282,0.6071369799923027,0.09706509858369827,0.09478484883027918,0.8871537446975708,0.01,0.02771506261299638,False
130,-2.4346762825460995,2.878567447924872e-05,0.0009228481965906479,100.0,83.5036496350365,0.6071369799923027,0.09705372154712677,0.10417023607913185,0.8870030045509338,0.01,0.02674276743303327,False
131,-2.4359920445610497,1.1930735421200926e-05,0.0007719572852639591,100.0,83.94160583941606,0.6051098318692323,0.09704230725765228,0.09956180348115809,0.8868522644042969,0.01,0.026851135470411357,False
132,-2.437204262789558,9.302324388847732e-06,0.0008169377551359288,100.0,83.89294403892944,0.6067295208880138,0.09703090786933899,0.09294053386239444,0.8867015242576599,0.01,0.02548782198744662,False
133,-2.4365784701179054,7.002045840502379e-06,0.0007635635488173541,100.0,83.89294403892944,0.6066017035379305,0.0970195010304451,0.09105553916271995,0.8865508437156677,0.01,0.02770147954716402,False
134,-2.43844272108639,5.502628741784493e-06,0.0007670977536369773,100.0,83.60097323600974,0.6073512044995862,0.0970081016421318,0.10178668139611974,0.8864001631736755,0.01,0.024273146820418975,False
135,-2.433978319168091,5.9179075908760374e-05,0.0009591509314144359,99.95404411764706,83.99026763990268,0.606959606417181,0.09699669480323792,0.10078369606943692,0.8862494826316833,0.01,0.027866933385238928,False
136,-2.437142708722283,2.2768844970374522e-05,0.0008975162225611069,100.0,83.84428223844282,0.6080832560879493,0.09698529541492462,0.09313661166850258,0.8860988616943359,0.01,0.026366504785769126,False
137,-2.4392658401938045,3.1408611492037485e-06,0.0007877455038182876,100.0,83.94160583941606,0.6071369799923027,0.09697361290454865,0.08496885001659393,0.8859483003616333,0.01,0.025249731014756596,False
138,-2.438433464835672,1.3499625025053106e-05,0.000796051586375517,100.0,83.74695863746959,0.6084305266394785,0.09696182608604431,0.0904109784785439,0.8857977390289307,0.01,0.02616701932514415,False
139,-2.4387385143953213,1.813845087012316e-05,0.0007771954816930435,100.0,83.60097323600974,0.6087148058368399,0.09695003181695938,0.08339784327237044,0.885647177696228,0.01,0.025950107175637695,False
140,-2.4385509771459244,8.991068881414321e-06,0.0008062124252319336,100.0,83.74695863746959,0.60792476134776,0.09693825244903564,0.08759783931514796,0.8854966759681702,0.01,0.02767603866317693,False
141,-2.4394663642434513,7.7140881792141e-06,0.0009605148259331198,100.0,83.64963503649635,0.6069083007869666,0.09692645817995071,0.08561863355776843,0.8853461742401123,0.01,0.026446029324741924,False
142,-2.4405642537509693,6.0381293849332e-06,0.0006584805600783404,100.0,83.94160583941606,0.60792476134776,0.09691467881202698,0.0887914760147824,0.8851956725120544,0.01,0.025269730783560696,False
143,-2.439670142005472,1.5245458469922488e-05,0.0007181833772098317,100.0,83.55231143552311,0.6080832560879493,0.09690289199352264,0.0929387010195676,0.8850452303886414,0.01,0.02641814125373083,False
144,-2.4416228462668026,4.128724182304295e-06,0.0006504234145669377,100.0,83.89294403892944,0.6076951774284596,0.09689083695411682,0.08909056335687637,0.884894847869873,0.01,0.024521512253319517,False
145,-2.441640685586368,4.097660411663556e-06,0.0007725007393780877,100.0,83.64963503649635,0.6081388482670492,0.09687866270542145,0.08743616763283224,0.88474440574646,0.01,0.02498977050623473,False
146,-2.4405151114744297,1.0757209669855134e-05,0.000872331507065717,100.0,83.64963503649635,0.6080832560879493,0.09686649590730667,0.09138453269706052,0.8845940828323364,0.01,0.026836566627025604,False
147,-2.440239892286413,2.0340357149915262e-05,0.0009637965875513413,100.0,83.60097323600974,0.607737569137872,0.0968543216586113,0.09141659429844688,0.8844437003135681,0.01,0.026837728698464,False
148,-2.440618122325224,3.672524711278664e-05,0.0007730687365812413,99.95404411764706,83.7956204379562,0.6083042893101934,0.09684215486049652,0.08306031235877205,0.8842934370040894,0.01,0.025502473335055745,False
149,-2.4291530356687656,0.00023413995906948644,0.0009059870944303624,99.95404411764706,83.74695863746959,0.606894849682919,0.09683001041412354,0.09068081418381017,0.8841431140899658,0.01,0.027492909089607352,False
150,-2.4426435162039364,6.329850422429552e-06,0.0007365977062898524,100.0,83.60097323600974,0.6071949817383054,0.09681793302297592,0.0830964071347433,0.8839929103851318,0.01,0.025917156654245713,False
151,-2.4396058250876034,3.6776016857482534e-05,0.0014511416940128103,100.0,83.55231143552311,0.6079823038310852,0.09680576622486115,0.0938783090780763,0.8838427066802979,0.01,0.027988907388027978,False
152,-2.444055108463063,4.743683132681005e-06,0.000792538418489344,100.0,83.74695863746959,0.6097710788336902,0.09679330885410309,0.08112352319500025,0.8836926221847534,0.01,0.024453976136796614,False
153,-2.443831850500668,3.633487309303639e-06,0.0009512585752150591,100.0,83.7956204379562,0.6085329192350876,0.09679213166236877,0.09131135265616809,0.8836774826049805,0.01,0.02475217981811832,False
154,-2.4440465814927044,1.5017076569446384e-05,0.0006172306397381951,100.0,83.94160583941606,0.6094291763309724,0.09679095447063446,0.08086183535702088,0.8836623430252075,0.01,0.024012200424776357,False
155,-2.4444230304044834,4.371263732055548e-06,0.0006940084345200483,100.0,83.7956204379562,0.6093226342451875,0.09678977727890015,0.07951496826375232,0.8836473822593689,0.01,0.02440935592440998,False
156,-2.44409283469705,3.3630991780723085e-06,0.0008452429490930893,100.0,84.18491484184915,0.6102204355563903,0.09678859263658524,0.09577082579626757,0.8836323022842407,0.01,0.024391629787928918,False
157,-2.439915825338925,5.6021443975683885e-05,0.0009473246686598834,99.95404411764706,83.7956204379562,0.6098786065879467,0.09678742289543152,0.09531401053947561,0.8836170434951782,0.01,0.027070682167130357,False
158,-2.442025100483614,5.053429786565122e-05,0.0007989932509029613,100.0,84.13625304136254,0.6093225913373412,0.0967862457036972,0.09008845708826009,0.883601725101471,0.01,0.023895503733964527,False
159,-2.4438181063708138,9.133516446269141e-06,0.0008421049398534439,100.0,83.64963503649635,0.6093225913373412,0.09678506851196289,0.0925961640827796,0.8835867047309875,0.01,0.024631992968566278,False
160,-2.4444141528185677,6.04655504750607e-06,0.000745541909161736,100.0,84.08759124087591,0.6075372529754834,0.09678389132022858,0.08590757014120326,0.8835715055465698,0.01,0.024219445884227753,False
161,-2.4426581018111286,2.062966813261536e-05,0.0008500954684089212,100.0,83.89294403892944,0.6080860843209638,0.09678272157907486,0.09524646226097555,0.8835564255714417,0.01,0.025725601898396715,False
162,-2.4440289244932285,1.1951966184857851e-05,0.0008485948338228114,100.0,83.7956204379562,0.6076401064828477,0.09678154438734055,0.081723720930955,0.8835414052009583,0.01,0.024511490893714568,False
163,-2.427616932812859,0.0003160981754269736,0.0007688718683579389,99.95404411764706,83.94160583941606,0.6058189191609884,0.09678035974502563,0.0931163811508347,0.8835261464118958,0.01,0.02456866851186051,False
