epoch,train_loss,ce_loss,da_loss,source_acc,target_acc,eta_1,align_loss,entropy_loss,eta_2,sigma,epoch_warmup
1,0.20796064961524235,0.20796064961524235,0.0,43.873212214920756,0.0,,,,,,True
2,0.1938358573686509,0.1938358573686509,0.0,73.25086973328179,0.0,,,,,,True
3,0.17844713301885695,0.17844713301885695,0.0,73.21221492075763,0.0,,,,,,True
4,0.15869099079143434,0.15869099079143434,0.0,73.09625048318516,0.0,,,,,,True
5,0.14610824379182996,0.14610824379182996,0.0,70.46772323154232,0.0,,,,,,True
6,0.13978308687607446,0.13978308687607446,0.0,74.25589485890994,0.0,,,,,,True
7,0.13312631597121558,0.13312631597121558,0.0,68.10977966756862,0.0,,,,,,True
8,0.12624506226607732,0.12624506226607732,0.0,69.5400077309625,0.0,,,,,,True
9,4.4713444850024056,0.1337999561253716,0.0671983214423937,69.48529411764706,56.447688564476884,0.10016980022192001,0.08384960889816284,0.9398223862928503,0.9982960224151611,6.634204312890622,False
10,3.7685258809257958,0.12054548412561417,0.044962996288257485,71.13970588235294,58.6374695863747,0.10033558309078217,0.06564965427798383,0.898791022160474,0.9965886473655701,6.3024940972460906,False
11,3.55336295857149,0.11666472475318347,0.043059887035804635,73.25367647058823,60.82725060827251,0.10049474239349365,0.06277298532864627,0.8765226497369654,0.9948822855949402,5.987369392383787,False
12,3.3829791686114143,0.11380076452213175,0.03057957999408245,67.96875,52.01946472019465,0.10065849870443344,0.0541821069577161,0.8722623376285329,0.9931710362434387,5.688000922764597,False
13,3.3356684235965504,0.11318079294527278,0.032857486868605894,72.38051470588235,61.02189781021898,0.10081736743450165,0.05542235273648711,0.8629613729084239,0.9914654493331909,5.403600876626367,False
14,3.273123965543859,0.11235839259975097,0.027261322473778445,72.28860294117646,61.654501216545015,0.10097897797822952,0.0523955655448577,0.8615730930777157,0.9897609353065491,5.133420832795048,False
15,3.01004738667432,0.10736505073659561,0.026908275068682784,70.81801470588235,60.194647201946474,0.101138636469841,0.050875661127707535,0.8552534965907826,0.9880637526512146,4.876749791155295,False
16,2.9656958019032196,0.10683167681974523,0.023487014586434644,73.02389705882354,57.71289537712895,0.10129638761281967,0.050878220840412026,0.850372826351839,0.9863703846931458,4.63291230159753,False
17,2.793393415563247,0.10367563060101341,0.021415271029314575,73.98897058823529,61.3625304136253,0.10144954919815063,0.048566036145476735,0.8435729601803947,0.9846800565719604,4.401266686517654,False
18,2.6128290400785557,0.10031403907958199,0.018977992674883676,73.29963235294117,63.454987834549875,0.10159867256879807,0.047314682427574604,0.8386570180163664,0.9829918146133423,4.181203352191771,False
19,2.926838489139781,0.10714157977524925,0.017640872584546313,72.9779411764706,63.74695863746959,0.10175779461860657,0.045320177122074014,0.8407117303679971,0.9813106060028076,3.972143184582182,False
20,2.731461826492758,0.103463116375839,0.01640117557390648,74.35661764705883,59.4647201946472,0.10191639512777328,0.04325788972132346,0.8396648028317619,0.9796332716941833,3.7735360253530725,False
21,2.5666582163642433,0.10034324272590525,0.016824406599078107,72.61029411764706,55.18248175182482,0.10207031667232513,0.044043477843789494,0.8433524615624372,0.9779638051986694,3.584859224085419,False
22,2.475933500620372,0.0987245830542901,0.018087172880768776,74.95404411764706,58.78345498783455,0.1022191196680069,0.04623714615316952,0.8361324352376601,0.9763005375862122,3.405616262881148,False
23,2.5057086173225853,0.09972377910333521,0.01396357947412659,71.78308823529412,51.92214111922141,0.10237594693899155,0.04227719214909217,0.8367954843184527,0.974643349647522,3.2353354497370903,False
24,2.272969228379867,0.09513987951418933,0.014249052688041153,73.85110294117646,53.57664233576642,0.10252536088228226,0.04233847054488519,0.8344296883134281,0.972991406917572,3.0735686772502357,False
25,2.3217309958794536,0.0964448362150613,0.014368673457818873,75.91911764705883,57.031630170316305,0.10267499834299088,0.04235899273086997,0.833169723258299,0.9713464975357056,2.919890243387724,False
26,2.379449695787009,0.09791138132705408,0.01626827847212553,73.1158088235294,53.18734793187348,0.1028253585100174,0.044700062011971194,0.8162754142985624,0.9697083830833435,2.773895731218338,False
27,2.0842869877815247,0.09199405768338371,0.01454764966140775,75.04595588235294,56.2043795620438,0.10297343134880066,0.04208753104595577,0.8201776848119848,0.968082845211029,2.6352009446574205,False
28,2.09594068106483,0.09249148342539282,0.014542070436565316,75.59742647058823,55.523114355231144,0.10311893373727798,0.04369162724298589,0.8149896579630235,0.9664596915245056,2.5034408974245492,False
29,2.0284329056739807,0.09133078815305934,0.015251146081615896,75.22977941176471,56.885644768856444,0.10325734317302704,0.042148474165621924,0.8197205522481132,0.9648461937904358,2.3782688525533215,False
30,2.1470892183920918,0.09419165946104947,0.011612502529340632,75.73529411764706,56.83698296836983,0.10340328514575958,0.039655154023100346,0.8147939022849587,0.9632359147071838,2.2593554099256554,False
31,2.016615594134611,0.09165307002909043,0.0129094121101148,77.29779411764706,58.97810218978102,0.10354869067668915,0.03963915718828931,0.8197535662090077,0.9616335034370422,2.146387639429373,False
32,1.8868983177577747,0.0891458284767235,0.011609374490730903,73.8970588235294,54.79318734793188,0.10369378328323364,0.03923462506602792,0.8185589909553528,0.9600380659103394,2.0390682574579038,False
33,1.878800548174802,0.08924473559155184,0.0117282050606959,77.0220588235294,55.37712895377129,0.10383138805627823,0.0375202105325811,0.8170168575118569,0.958450436592102,1.9371148445850086,False
34,1.703682871425853,0.08573382479303024,0.010159824481781791,75.96507352941177,55.32846715328467,0.1039716973900795,0.03695237285950605,0.8100879578029409,0.9568698406219482,1.8402591023557582,False
35,1.6226349508061129,0.0842006710522315,0.010764678227989113,76.65441176470588,55.03649635036496,0.10410787910223007,0.037602395476663816,0.8043209875331205,0.9552971720695496,1.7482461472379702,False
36,1.6982165294535019,0.08608252555131912,0.010652517132899341,76.60845588235294,54.45255474452555,0.10424355417490005,0.03609430548899314,0.8116328611093409,0.9537330865859985,1.6608338398760716,False
37,1.521043177913217,0.08249097251716782,0.008900233106139828,76.8841911764706,52.55474452554745,0.10437916964292526,0.03483084665940089,0.8114632648580214,0.9521749019622803,1.5777921478822678,False
38,1.5094105163041283,0.08243287223226883,0.009970993899247226,74.72426470588235,47.8345498783455,0.10451222211122513,0.03576541976893649,0.8097116806927849,0.9506253004074097,1.4989025404881544,False
39,1.2090656529454624,0.07611382993705132,0.008906366221387596,80.33088235294117,54.01459854014598,0.10463251918554306,0.03422786448808277,0.8067406380877775,0.9490838050842285,1.4239574134637467,False
40,1.1685139256365158,0.07540361342184684,0.0088870549464927,77.0220588235294,57.17761557177616,0.10475602746009827,0.03496725572382703,0.7985913227586185,0.947551429271698,1.3527595427905592,False
41,1.1115024936768938,0.07431404884247218,0.010259818285703659,79.54963235294117,56.25304136253041,0.1048746332526207,0.03572138968636008,0.7938460567418266,0.9460285305976868,1.285121565651031,False
42,1.2001927549786426,0.07641616551315084,0.011779421118690687,77.57352941176471,54.0632603406326,0.10499501973390579,0.037045206874608994,0.7887331072021934,0.9445176720619202,1.2208654873684797,False
43,1.1549040219363045,0.07566384883487925,0.009377487140762456,79.2279411764706,51.824817518248175,0.10512088984251022,0.03379797113730627,0.7926450126311358,0.9430159330368042,1.1598222130000555,False
44,0.9133117305772269,0.07048702459124957,0.010423923459123163,81.34191176470588,55.91240875912409,0.10523778945207596,0.034315044060349464,0.7900805368142969,0.9415226578712463,1.1018311023500529,False
45,0.9570634190869682,0.07162716371171615,0.009842064998605671,79.96323529411765,53.819951338199516,0.10535158962011337,0.034542227054343504,0.7903278855716481,0.9400373101234436,1.04673954723255,False
46,1.030243542702759,0.07342179930385422,0.010161909822593717,76.79227941176471,49.051094890510946,0.10546990483999252,0.03394894827814663,0.7905758864739362,0.9385626316070557,0.9944025698709225,False
47,0.8501434909070239,0.06958420267876457,0.009898891343789943,81.06617647058823,55.37712895377129,0.10558436065912247,0.03450291001183145,0.7838865834123948,0.9370971918106079,0.9446824413773763,False
48,0.7317160832531312,0.06713646014823633,0.008523828213048331,80.33088235294117,54.84184914841849,0.10569372028112411,0.03262055961086469,0.7901162715519175,0.9356405735015869,0.8974483193085075,False
49,0.626126774093684,0.06491047406897825,0.009242957047022441,82.90441176470588,55.571776155717764,0.10579739511013031,0.0331951365532244,0.7882009604397942,0.9341931343078613,0.852575903343082,False
50,0.5065147591864362,0.06239598638871137,0.008132355698548695,82.30698529411765,55.71776155717762,0.10590250790119171,0.03237025669830687,0.7760794969166026,0.9327549338340759,0.809947108175928,False
51,0.43818479151848483,0.06098960011320956,0.008779127506867927,82.12316176470588,60.43795620437956,0.10600031167268753,0.0320789726341472,0.7785025063683005,0.9313263297080994,0.7694497527671316,False
52,0.3604667161536567,0.05937880935037837,0.008432429174289983,84.28308823529412,58.78345498783455,0.10609672218561172,0.031429788426441306,0.7774471921079299,0.9299088716506958,0.7309772651287749,False
53,0.42776041543659044,0.061021743670982474,0.008190534241935787,84.65073529411765,58.49148418491484,0.1061919704079628,0.03143403405214057,0.7745677092496086,0.9285010695457458,0.6944284018723361,False
54,0.3192522750400445,0.05870694382225766,0.007599415065830245,83.77757352941177,56.64233576642336,0.10628713667392731,0.030914586694801554,0.7810227485264049,0.9271032810211182,0.6597069817787193,False
55,0.43764092071967964,0.06147259408060242,0.00928572885801687,83.50183823529412,57.22627737226277,0.10638798773288727,0.03176268080578131,0.7731147969470304,0.9257165789604187,0.6267216326897833,False
56,0.09486759454011917,0.05387410762555459,0.00757881673052907,85.89154411764706,59.27007299270073,0.10647550970315933,0.03042572725783376,0.7701943306361928,0.9243398308753967,0.5953855510552941,False
57,0.3322012358728577,0.059384748339653015,0.0067240410100887806,83.1341911764706,56.15571776155718,0.1065681055188179,0.029569919385454235,0.769958983449375,0.9229726791381836,0.5656162735025293,False
58,0.24621475575601354,0.05753327402121881,0.0075722781064755775,83.22610294117646,56.83698296836983,0.10666228085756302,0.029975337798104566,0.7661330664859098,0.9216153025627136,0.5373354598274028,False
59,0.1634597708197201,0.05575809803079156,0.008265632177319597,83.96139705882354,56.30170316301703,0.10675249993801117,0.029681238838854956,0.7633737781468559,0.9202702045440674,0.5104686868360326,False
60,-0.08294101147090688,0.050235223682487715,0.008216213955379584,85.11029411764706,58.1021897810219,0.10683684796094894,0.03038328414892449,0.7648036515011507,0.9189366698265076,0.48494525249423104,False
61,0.04726229881977334,0.053327677442747,0.0073527612394708045,86.30514705882354,60.0,0.10692109167575836,0.02920752829488586,0.7640155203202191,0.9176136255264282,0.4606979898695195,False
62,-0.1457306501619956,0.04899076284731135,0.008204702397479731,86.35110294117646,57.17761557177616,0.1070026308298111,0.0300747801494949,0.7565186374327716,0.9163012504577637,0.43766309037604345,False
63,-0.1238177968736957,0.049592051216784644,0.00787456933518543,85.43198529411765,59.805352798053526,0.10708016157150269,0.029546094620052504,0.7566604929811814,0.9150006175041199,0.41577993585724127,False
64,-0.21119050133754225,0.047674049349392164,0.007991495268309818,86.12132352941177,61.80048661800487,0.10715450346469879,0.0295235878404449,0.7557971337262321,0.9137120246887207,0.39499093906437915,False
65,-0.34539463984615665,0.04466698603595004,0.008488911669701338,85.84558823529412,61.8978102189781,0.10722703486680984,0.029582975541844088,0.7485351106699776,0.9124346971511841,0.3752413921111602,False
66,-0.42223093790166516,0.042977580800652504,0.008785375695237341,87.22426470588235,63.21167883211679,0.10729531198740005,0.029345682109980023,0.7375464404330534,0.9111691117286682,0.3564793225056022,False
67,-0.43945253377451615,0.04265532423468197,0.00857841842533911,87.8216911764706,65.45012165450122,0.10736184567213058,0.0292754097677329,0.7367089425816256,0.909915566444397,0.33865535638032207,False
68,-0.5048214162097258,0.04121416401775444,0.009165906758211991,87.36213235294117,63.990267639902676,0.10742531716823578,0.029067483566263142,0.7295338476405424,0.9086725115776062,0.3217225885613059,False
69,-0.37412571994697347,0.044338371166411567,0.0075279153226053015,88.55698529411765,69.14841849148418,0.10749170184135437,0.027738963746849227,0.7262350706493154,0.9074408411979675,0.3056364591332406,False
70,-0.49287810614880395,0.041660019580055684,0.008054257480098921,88.14338235294117,67.5912408759124,0.10755476355552673,0.027641716139281496,0.7229960490675533,0.9062203168869019,0.2903546361765786,False
71,-0.6647360885844511,0.03773925080895424,0.008224795901161782,88.28125,66.52068126520682,0.10761387646198273,0.027850719607051683,0.729099831160377,0.9050114750862122,0.27583690436774966,False
72,-0.6674486942151013,0.03774011923986323,0.008325717110625085,90.85477941176471,67.15328467153284,0.10767029970884323,0.02737675661988118,0.7259319845367881,0.9038146734237671,0.26204505914936216,False
73,-0.8062110367943259,0.034564930616932756,0.009088696857147357,90.39522058823529,69.78102189781022,0.10772090405225754,0.028641526203821686,0.7004653005038991,0.9026302695274353,0.24894280619189402,False
74,-0.7182693506645805,0.036679658271810585,0.008428293143344276,87.8216911764706,70.60827250608273,0.10777348279953003,0.027439087519750875,0.704519015901229,0.9014580845832825,0.23649566588229934,False
75,-0.8316341463257285,0.034118846825817055,0.0075162974295808985,89.5220588235294,69.87834549878346,0.10782450437545776,0.026745799600201493,0.7068561525905833,0.9002965092658997,0.22467088258818435,False
76,-0.9066181408570093,0.03241958337671617,0.008143424522131681,90.02757352941177,71.6301703163017,0.1078704297542572,0.02662680155652411,0.7019699846996981,0.8991467356681824,0.2134373384587751,False
77,-0.8701473597218009,0.03331154935500201,0.008284375619362383,89.20036764705883,69.58637469586375,0.10791817307472229,0.026528241660665062,0.707997111713185,0.8980088829994202,0.20276547153583635,False
78,-0.9088608131689184,0.03246235496857587,0.00850026375230621,91.59007352941177,71.77615571776155,0.10796346515417099,0.026740818777505088,0.6857994794845581,0.8968830108642578,0.1926271979590445,False
79,-0.9839165982078103,0.03076601872111068,0.008243617601692677,90.90073529411765,71.58150851581509,0.10800527036190033,0.025868886205203393,0.6990278503474068,0.8957700133323669,0.1829958380610923,False
80,-0.9549829276169047,0.0314706761170836,0.008834045599488652,90.48713235294117,68.46715328467154,0.10804947465658188,0.026358235627412796,0.6976448122192832,0.8946696519851685,0.17384604615803767,False
81,-1.0716049267965204,0.02877461044665645,0.010088197722592774,91.68198529411765,69.1970802919708,0.1080893874168396,0.026760788743986803,0.6826310122714323,0.8935820460319519,0.1651537438501358,False
82,-1.1763009954901302,0.026358979151529426,0.010565212106003481,92.14154411764706,71.338199513382,0.10812564939260483,0.027228146243621323,0.6734663213000578,0.8925079107284546,0.15689605665762899,False
83,-1.097783120239482,0.028259452213259303,0.010016617173438562,92.1875,71.14355231143553,0.1081596091389656,0.02597216166117612,0.6656022141961491,0.8914464116096497,0.14905125382474754,False
84,-1.2215708353940178,0.025391130105537528,0.010516740381717682,91.54411764705883,69.82968369829683,0.10819372534751892,0.02593308566685985,0.669641491244821,0.8903965950012207,0.14159869113351015,False
85,-1.2269753217697144,0.025308173916795674,0.010269818170105709,91.77389705882354,69.1970802919708,0.10822393745183945,0.025794203886214423,0.6636625353027793,0.8893591165542603,0.13451875657683462,False
86,-1.2825176821035498,0.02403269653372905,0.010830921120941639,92.6470588235294,70.02433090024331,0.10825341194868088,0.025803086183526936,0.6632301316541784,0.8883338570594788,0.1277928187479929,False
87,-1.2527807004311506,0.024760800413787365,0.01122648099108654,91.77389705882354,71.14355231143553,0.1082826554775238,0.025873082196887803,0.6533135736689848,0.8873209953308105,0.12140317781059325,False
88,-1.2562572710654314,0.024724022978368926,0.011335940456346554,92.78492647058823,73.77128953771289,0.10831151902675629,0.02560988934162785,0.6319744061021244,0.8863204121589661,0.11533301892006356,False
89,-1.2969792152152342,0.023797968073802835,0.011575164492515957,92.6470588235294,72.7007299270073,0.10833799839019775,0.025288198033676428,0.6396530305638033,0.8853331208229065,0.10956636797406039,False
90,-1.4141964211183435,0.021074587588801104,0.011915441657252172,92.83088235294117,71.338199513382,0.10836268961429596,0.024948735557058278,0.6424814813277301,0.8843576908111572,0.10408804957535737,False
91,-1.3461067746667301,0.022691463175065377,0.012659704915302642,93.47426470588235,71.338199513382,0.10838662087917328,0.025233929976820946,0.6369622805539299,0.8833954334259033,0.0988836470965895,False
92,-1.4524392871295704,0.02022547965102336,0.012750688337666146,93.65808823529412,72.26277372262774,0.10840862989425659,0.024990444235941944,0.6335237727445715,0.8824458122253418,0.09393946474176001,False
93,-1.466430579914766,0.01991625957410125,0.01338806567604051,93.33639705882354,71.48418491484185,0.10842804610729218,0.024882748942164815,0.6333776361802045,0.881508469581604,0.08924249150467202,False
94,-1.5249242782592773,0.018589657731354237,0.013223346158423844,94.53125,73.52798053527981,0.1084461435675621,0.024403001455699697,0.6042769288315493,0.8805833458900452,0.08478036692943841,False
95,-1.553239345550537,0.017920689657330513,0.014495971667415956,93.70404411764706,73.96593673965937,0.10846202820539474,0.0249370656469289,0.6117856186978957,0.8796713948249817,0.08054134858296648,False
96,-1.5638852820676916,0.017709927907323137,0.014018786194569925,94.25551470588235,73.04136253041362,0.1084766611456871,0.024063567466595593,0.6188696061863619,0.8787726163864136,0.07651428115381816,False
97,-1.5260873051250683,0.018610523356234327,0.01484940918710302,93.88786764705883,73.81995133819952,0.1084919422864914,0.024364252300823435,0.6146572302369511,0.8778858780860901,0.07268856709612724,False
98,-1.5343073115629309,0.01844061489271767,0.015430582577691358,93.93382352941177,73.43065693430657,0.1085083931684494,0.024278022129746044,0.6011481705833884,0.8770122528076172,0.06905413874132088,False
99,-1.5869817593518425,0.017224670059102422,0.01569164982613395,94.43933823529412,72.79805352798054,0.10852322727441788,0.023924213450621155,0.6017956663580502,0.8761515617370605,0.06560143180425483,False
100,-1.5595839023590088,0.017875786487232235,0.016681280973203042,93.84191176470588,74.16058394160584,0.10853768140077591,0.024542881175875664,0.5927838122143465,0.8753033876419067,0.06232136021404208,False
